3WrFJ7ztbogyGnTHbHJFl2	7FIoB5PHdrMZVC3q2HE5MS	1
3WrFJ7ztbogyGnTHbHJFl2	4x1nvY2FN8jxqAFA0DA02H	2
3WrFJ7ztbogyGnTHbHJFl2	4STHEaNw4mPZ2tzheohgXB	3
3WrFJ7ztbogyGnTHbHJFl2	3oDbviiivRWhXwIE8hxkVV	4
3WrFJ7ztbogyGnTHbHJFl2	22bE4uQ6baNwSHPVcDxLCe	5
22bE4uQ6baNwSHPVcDxLCe	3ICflSq6ZgYAIrm2CTkfVP	1
22bE4uQ6baNwSHPVcDxLCe	67ea9eGLXYMsO2eYQRui3w	2
22bE4uQ6baNwSHPVcDxLCe	1SQRv42e4PjEYfPhS0Tk9E	3
22bE4uQ6baNwSHPVcDxLCe	776Uo845nYHJpNaStv1Ds4	4
22bE4uQ6baNwSHPVcDxLCe	22WZ7M8sxp5THdruNY3gXt	5
3oDbviiivRWhXwIE8hxkVV	6waa8mKu91GjzD4NlONlNJ	1
3oDbviiivRWhXwIE8hxkVV	4Q82S0VzF8qlCb4PnSDurj	2
3oDbviiivRWhXwIE8hxkVV	320EPCSEezHt1rtbfwH6Ck	3
3oDbviiivRWhXwIE8hxkVV	1PCZpxHJz7WAMF8EEq8bfc	4
3oDbviiivRWhXwIE8hxkVV	2VIoWte1HPDbZ2WqHd2La7	5
4STHEaNw4mPZ2tzheohgXB	7FIoB5PHdrMZVC3q2HE5MS	1
4STHEaNw4mPZ2tzheohgXB	4x1nvY2FN8jxqAFA0DA02H	2
4STHEaNw4mPZ2tzheohgXB	6DbJi8AcN5ANdtvJcwBSw8	3
4STHEaNw4mPZ2tzheohgXB	3sFhA6G1N0gG1pszb6kk1m	4
4STHEaNw4mPZ2tzheohgXB	4pJCawaKSZ40EnxN0YEYw3	5
4x1nvY2FN8jxqAFA0DA02H	7FIoB5PHdrMZVC3q2HE5MS	1
4x1nvY2FN8jxqAFA0DA02H	6DbJi8AcN5ANdtvJcwBSw8	2
4x1nvY2FN8jxqAFA0DA02H	4STHEaNw4mPZ2tzheohgXB	3
4x1nvY2FN8jxqAFA0DA02H	3RTzAwFprBqiskp550eSJX	4
4x1nvY2FN8jxqAFA0DA02H	1SQRv42e4PjEYfPhS0Tk9E	5
7FIoB5PHdrMZVC3q2HE5MS	6DbJi8AcN5ANdtvJcwBSw8	1
7FIoB5PHdrMZVC3q2HE5MS	4x1nvY2FN8jxqAFA0DA02H	2
7FIoB5PHdrMZVC3q2HE5MS	4STHEaNw4mPZ2tzheohgXB	3
7FIoB5PHdrMZVC3q2HE5MS	3bTAaMx9nf237AkBnGw3vL	4
7FIoB5PHdrMZVC3q2HE5MS	3RTzAwFprBqiskp550eSJX	5
22WZ7M8sxp5THdruNY3gXt	2qFr8w5sWUITRlzZ9kZotF	1
22WZ7M8sxp5THdruNY3gXt	776Uo845nYHJpNaStv1Ds4	2
22WZ7M8sxp5THdruNY3gXt	1nJvji2KIlWSseXRSlNYsC	3
22WZ7M8sxp5THdruNY3gXt	3ICflSq6ZgYAIrm2CTkfVP	4
22WZ7M8sxp5THdruNY3gXt	1QB4oo4JbSRdxNyidIuD0W	5
776Uo845nYHJpNaStv1Ds4	2qFr8w5sWUITRlzZ9kZotF	1
776Uo845nYHJpNaStv1Ds4	5fsDcuclIe8ZiBD5P787K1	2
776Uo845nYHJpNaStv1Ds4	2lxX1ivRYp26soIavdG9bX	3
776Uo845nYHJpNaStv1Ds4	22WZ7M8sxp5THdruNY3gXt	4
776Uo845nYHJpNaStv1Ds4	74oJ4qxwOZvX6oSsu1DGnw	5
1SQRv42e4PjEYfPhS0Tk9E	1YqGsKpdixxSVgpfaL2AEQ	1
1SQRv42e4PjEYfPhS0Tk9E	2lxX1ivRYp26soIavdG9bX	2
1SQRv42e4PjEYfPhS0Tk9E	6waa8mKu91GjzD4NlONlNJ	3
1SQRv42e4PjEYfPhS0Tk9E	3ICflSq6ZgYAIrm2CTkfVP	4
1SQRv42e4PjEYfPhS0Tk9E	1PCZpxHJz7WAMF8EEq8bfc	5
67ea9eGLXYMsO2eYQRui3w	2lxX1ivRYp26soIavdG9bX	1
67ea9eGLXYMsO2eYQRui3w	1SQRv42e4PjEYfPhS0Tk9E	2
67ea9eGLXYMsO2eYQRui3w	24Wa5wIZIo1sPkzVGP0B5p	3
67ea9eGLXYMsO2eYQRui3w	1YqGsKpdixxSVgpfaL2AEQ	4
67ea9eGLXYMsO2eYQRui3w	3ICflSq6ZgYAIrm2CTkfVP	5
3ICflSq6ZgYAIrm2CTkfVP	2lxX1ivRYp26soIavdG9bX	1
3ICflSq6ZgYAIrm2CTkfVP	6waa8mKu91GjzD4NlONlNJ	2
3ICflSq6ZgYAIrm2CTkfVP	1YqGsKpdixxSVgpfaL2AEQ	3
3ICflSq6ZgYAIrm2CTkfVP	1SQRv42e4PjEYfPhS0Tk9E	4
3ICflSq6ZgYAIrm2CTkfVP	3i9hP422d2KMjaupTzBNVS	5
2VIoWte1HPDbZ2WqHd2La7	2IU5UBup85LmAXh5U36DeC	1
2VIoWte1HPDbZ2WqHd2La7	32HPpJAhgnGPT3V7UOggzi	2
2VIoWte1HPDbZ2WqHd2La7	7CCn4PFRRRZF127jtCBAUe	3
2VIoWte1HPDbZ2WqHd2La7	2kuNswDC82PL9xRbfaZJaS	4
2VIoWte1HPDbZ2WqHd2La7	320EPCSEezHt1rtbfwH6Ck	5
1PCZpxHJz7WAMF8EEq8bfc	3eskO5m0H4yiF64vRySBjr	1
1PCZpxHJz7WAMF8EEq8bfc	040Bv6cZTRh30LyyYVXgJX	2
1PCZpxHJz7WAMF8EEq8bfc	6vLlQYujOujIrm7zAKzEdG	3
1PCZpxHJz7WAMF8EEq8bfc	2lxX1ivRYp26soIavdG9bX	4
1PCZpxHJz7WAMF8EEq8bfc	0rESpKEusFHxhW59MIf7eM	5
